,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
80,CLCGDKHHP,Fantasy,11/09/1995,7.521430929,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,London,53473373.51,1,0
22,AENTRNBNV,Western,24/06/1982,9.588680267,A group of unlikely heroes band together to protect their community from a band of ruthless outlaws.,Paris,15460620.21,2,0
79,EHHZYQCKR,Crime,27/09/1992,9.165443815,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",Sydney,28771743.49,2,0
89,RZDCOFNFZ,Family,10/09/2006,6.739714525,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,Tokyo,51580770.61,0,0
8,MVVDKOREL,Thriller,13/01/1987,9.688292705,"A group of friends reunite for a weekend getaway at a remote cabin, only to discover a dark secret from their past.",Toronto,63296593.88,2,0
99,UFZWOSVIW,Horror,27/04/1998,8.979094282,A thought-provoking science fiction film that explores the potential consequences of technological advancements.,Los Angeles,29524881.46,1,0
6,BYFGZPEIR,History,26/07/1998,9.892611516,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Paris,82009934.02,2,0
81,PWEVVCGXY,Documentary,09/06/1982,5.117532923,This documentary explores the cutthroat world of competitive ballroom dancing.,London,37329779.3,0,0
71,MAQIMKCDC,Foreign,04/02/2013,9.246151157,A captivating story of forbidden love between a young woman and a member of the royal family.,Paris,14276311.27,2,0
84,KTCJYZEMK,Mystery,11/03/1982,9.749817906,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",Sydney,19898819.26,2,0
89,OQAJTMTTM,Family,13/11/2019,9.724190515,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,London,18692195.39,1,0
66,SASPSZTVC,Adventure,19/06/1983,3.843536286,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,Tokyo,21808582.65,0,0
60,MPCSQATBV,Foreign,31/10/1994,7.995072716,A coming-of-age story that explores the power of friendship and self-discovery.,New York,185610591,1,1
16,FIPNGYRFU,Sports,09/04/2015,3.818376729,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,New York,42380025.39,0,0
56,KQCKIPSMO,Mystery,17/09/2013,9.587445802,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",Tokyo,49262543.43,1,1
23,UQYPCABVO,Romance,13/05/1987,8.147834764,A thought-provoking film that explores the meaning of life and the human condition.,Sydney,84484357.62,1,1
24,WHDMMZAMQ,Musical,18/05/1986,9.573752173,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Toronto,51726398.77,1,1
4,PNFGVYKUW,Horror,10/05/1982,4.527681442,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,London,16988524.03,0,0
100,GSOYWDGPS,Animation,26/01/2012,7.655298114,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,New York,41526626.8,1,1
49,BMHAKTPLI,History,08/11/1998,7.479964278,A historical drama that explores the life and legacy of a powerful female ruler.,Toronto,16024000.25,0,0
87,DWTNEGGTP,History,13/05/2017,9.394316132,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,Sydney,82087132.42,1,1
30,MTMTGXSIN,Science Fiction,13/11/1997,4.432867857,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,Sydney,15985473.9,0,0
54,SPADXAXAQ,Romance,11/05/1990,5.185645523,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",Los Angeles,55339531.66,0,0
25,KZJOFIEAW,Thriller,20/04/1983,8.051097812,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",Sydney,52438716.38,1,0
20,JOJYWTDVC,Comedy,15/05/1992,8.838633196,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,London,56460365.83,2,0
97,KIBAQTONX,Action,13/11/2008,6.160902797,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",New York,6216680.073,0,0
57,MLSYJJYMI,Crime,14/08/2011,9.822656412,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,New York,26749687.28,2,0
23,CXMLASDLR,Romance,18/07/1994,7.719532987,A thought-provoking film that explores the meaning of life and the human condition.,Los Angeles,32476711.55,1,0
27,DDXFIWJCK,Animation,16/03/2003,9.752281607,A high-octane action movie with stunning visuals and jaw-dropping stunts.,Tokyo,83161331.87,1,0
29,IVHCLUOQY,Adventure,22/11/1990,8.148864973,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",New York,55164780.26,0,0
33,MYSCEDAFU,Science Fiction,18/12/2018,8.146754914,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Sydney,72896130.82,0,0
53,JBGZUVGKJ,Animation,11/04/2020,9.894687238,A captivating musical film that will transport you with its stunning visuals and powerful music.,Los Angeles,45146107.98,1,0
51,GGRTFLBLU,Mystery,24/05/2004,5.366695795,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Paris,36360192.07,0,0
86,MEEYAPRAY,Drama,04/07/2013,4.97882633,A renowned pianist grapples with the loss of his hearing as he prepares for his final performance.,Tokyo,44040318.95,0,0
7,QTBSUDSDP,Comedy,05/09/1985,8.623056847,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",London,71057581.62,2,0
9,NBLCIAUTB,Comedy,01/03/1992,3.390002035,A heartwarming story about a dog who brings two lonely people together.,Tokyo,9099619.678,0,0
54,HOWBSPTYC,Romance,22/05/1999,9.846658194,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",New York,85877363.18,2,0
0,RBIQYMOTI,Science Fiction,16/08/2016,9.924026045,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",New York,16816,2,1
83,YZTFVAMGY,Western,18/10/2021,9.32490123,This historical drama explores the pivotal events that led to the American Revolution.,Los Angeles,17573780.32,0,0
36,SBNMXSPYL,Mystery,23/01/2007,8.498644209,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",Toronto,4894930.796,1,1
81,GQHEEELTC,Documentary,14/07/1981,5.637150389,This documentary explores the cutthroat world of competitive ballroom dancing.,New York,12399781.62,0,0
20,TALMSNELV,Comedy,24/07/2012,9.198326461,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Tokyo,10532239.01,2,1
3,SPLACUDWJ,Science Fiction,25/04/2012,3.858377908,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Sydney,36835376.03,0,0
42,BUOBZCJPM,Action,04/08/1991,8.468309446,A young woman discovers she is the chosen one destined to bring balance to the universe in a time of great turmoil.,Los Angeles,62587160.49,2,0
65,ZLGWFOZXU,Drama,25/03/2015,4.771494676,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,Paris,23266245.43,0,0
20,TQCTSMGHV,Comedy,13/01/1987,4.440103805,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Paris,35269387.25,0,0
36,BOLVZLRRA,Mystery,09/07/2001,9.928040258,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",Sydney,51213431.55,2,1
68,KSGCHVQWE,Fantasy,10/04/2012,8.737759089,A mythical creature awakens from its slumber and threatens to destroy a peaceful kingdom.,Sydney,73398207.61,1,1
80,QUDBHMPPE,Fantasy,18/11/1999,9.944885515,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Toronto,55083093.45,1,0
47,FLTXXMZRR,Documentary,01/07/2008,7.920302451,A documentary that sheds light on the devastating effects of climate change on our planet.,Paris,17483539.78,0,0
10,GEBJPFULT,Fantasy,13/08/2003,8.652225587,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Los Angeles,22732326.62,2,1
94,WGAYSFTSA,Mystery,01/04/2000,7.694815186,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",Tokyo,34055448.24,0,0
91,PTBNNYJAZ,Adventure,05/03/2005,8.755281047,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,Los Angeles,,2,0
43,COHGBLSHG,Science Fiction,14/10/2019,8.412363514,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Sydney,79694326.85,2,0
63,HMBCHRMLV,Documentary,29/07/1992,5.668837921,A historical drama that sheds light on a significant historical figure or event.,Toronto,22953162.49,0,0
31,SJWEBRBFL,Adventure,24/03/1996,3.517355659,A group of survivors must navigate a treacherous landscape filled with monsters and mutants to reach safety.,London,83563692.73,0,0
20,QYBWQHAMF,Comedy,30/09/1986,6.951075547,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Los Angeles,69837839.26,0,0
70,MIDLXNXQQ,Comedy,22/11/1990,9.505691189,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",New York,29436685.96,2,1
9,MDTSJQLOG,Comedy,26/05/2020,9.380834802,A heartwarming story about a dog who brings two lonely people together.,Paris,,2,0
60,VQOXXAXLC,Foreign,20/07/1991,9.53606311,A coming-of-age story that explores the power of friendship and self-discovery.,Los Angeles,33821917.86,1,1
91,RPQLKHEHP,Adventure,28/03/1998,8.540149395,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,Toronto,61469552.95,0,0
35,PTQKAPCWU,Comedy,06/12/2012,8.297319144,"A disgraced chef sets out on a road trip to open a new food truck, reconnecting with his estranged son along the way.",London,84353285.2,1,1
83,LCROIGTVS,Western,14/11/2016,9.791511704,This historical drama explores the pivotal events that led to the American Revolution.,New York,71239992.06,2,0
76,XKNGRXOQO,Comedy,27/10/1992,9.635188908,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Tokyo,167327654,2,1
18,FGEQDTAIV,Action,06/12/2001,9.657733027,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",Los Angeles,15388561.12,2,0
74,ZCSQFCDCW,Action,28/08/1992,7.453633611,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",Paris,58273377.42,0,0
98,OBGUXMONT,Action,25/08/2009,8.829015077,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,New York,8111785.823,2,0
97,EYFCSSBEI,Action,22/12/2009,8.676836605,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",Los Angeles,88215900.08,2,0
43,NOOXCNAEF,Science Fiction,16/01/2011,5.908783652,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",New York,63146804.33,0,0
3,DKKGKMCSE,Science Fiction,02/09/1983,9.137749816,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,New York,10276151.05,2,1
12,FLUBUDBQL,Crime,31/05/1989,5.80164752,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,New York,71576989.56,0,0
100,BBTIAFWHV,Animation,30/11/1994,8.365978693,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,London,42145400.11,0,0
58,ERULDRBAY,Horror,11/12/2003,5.121565997,"A group of teenagers explore a seemingly abandoned house, only to discover it's haunted by a vengeful spirit.",Los Angeles,8077088.146,0,0
